yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Efeler,2679
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Nazilli,2815
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,1506
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,1221
Yerinde,20,"Hayir, standart yeterli",2,Adana,Seyhan,931
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,2643
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,3176
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Efeler,1600
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,2178
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,1989
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,1833
Yerinde,20,"Hayir, standart yeterli",3,Adana,Cukurova,1899
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Kecioren,2324
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,1109
Yerinde,30,"Hayir, standart yeterli",4,Adana,Cukurova,2139
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2232
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3745
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,3705
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,1034
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,798
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2462
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2198
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,731
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3177
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3374
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2813
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,670
Yerinde,10,"Hayir, standart yeterli",4,Antalya,Muratpasa,3182
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Nazilli,2656
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,964
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3652
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Kecioren,3893
Yerinde,20,"Hayir, standart yeterli",2,Adana,Seyhan,3171
Yikamaci,40,"Hayir, standart yeterli",4,Ankara,Kecioren,2482
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,2290
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1589
Yerinde,30,"Hayir, standart yeterli",4,Adana,Seyhan,1595
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,815
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Kecioren,2717
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,892
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3763
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,1235
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,3580
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Nazilli,3273
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Besiktas,3617
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2397
Yikamaci,10,"Hayir, standart yeterli",1,Adana,Seyhan,2781
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Kecioren,853
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Efeler,1085
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,3102
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,1794
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,3347
Yerinde,40,"Hayir, standart yeterli",2,Ankara,Kecioren,3817
Yikamaci,30,"Hayir, standart yeterli",2,Antalya,Kepez,3649
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Kadikoy,3894
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3096
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3068
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,1580
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3531
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,1153
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,2368
Yikamaci,40,"Hayir, standart yeterli",2,Aydin,Efeler,3666
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,1259
Yerinde,40,"Hayir, standart yeterli",2,Adana,Seyhan,1272
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Cankaya,2085
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,1081
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Kecioren,1664
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3535
Yerinde,30,"Hayir, standart yeterli",3,Adana,Seyhan,3727
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2153
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,1930
Yerinde,30,"Hayir, standart yeterli",2,Antalya,Kepez,2989
Yerinde,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,1567
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,1178
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,676
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1483
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,3629
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,1948
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,1644
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,3234
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1809
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,602
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,775
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Cukurova,944
Yerinde,30,"Hayir, standart yeterli",1,Adana,Cukurova,1825
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Kecioren,3238
Yikamaci,30,"Hayir, standart yeterli",4,Aydin,Efeler,2045
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,1358
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,2470
Yerinde,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,2694
Yerinde,40,"Hayir, standart yeterli",3,Ankara,Kecioren,2471
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3699
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1204
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Nazilli,3443
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3456
Yikamaci,40,"Hayir, standart yeterli",3,Antalya,Muratpasa,1047
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3615
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3127
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Efeler,1035
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,1713
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2650
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,1356
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2870
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,2526
Yerinde,40,"Hayir, standart yeterli",4,Adana,Seyhan,3061
Yikamaci,30,"Hayir, standart yeterli",3,Antalya,Muratpasa,1311
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2200
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,2236
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,959
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3783
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3642
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3628
Yerinde,30,"Hayir, standart yeterli",2,Adana,Cukurova,3356
Yikamaci,30,"Hayir, standart yeterli",3,Istanbul,Besiktas,3199
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3432
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,1963
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,792
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3872
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,705
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Efeler,1478
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,1141
Yerinde,40,"Hayir, standart yeterli",1,Adana,Cukurova,3236
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,2893
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,1030
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,1148
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,2840
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,1609
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3033
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2465
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,3696
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,2828
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,3724
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,2749
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,948
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Efeler,2665
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2142
Yerinde,30,"Hayir, standart yeterli",1,Adana,Seyhan,3460
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,1271
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,2694
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Cankaya,2689
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Nazilli,1425
Yikamaci,20,"Hayir, standart yeterli",4,Antalya,Muratpasa,2848
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Muratpasa,2120
Yerinde,20,"Hayir, standart yeterli",1,Ankara,Kecioren,3257
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,684
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Seyhan,3716
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Cankaya,2645
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,2988
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Nazilli,1769
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,3133
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2759
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,3302
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,1982
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,3105
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Efeler,3195
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3467
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3863
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Nazilli,1990
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2740
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,2526
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Nazilli,1724
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,2269
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,1026
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Efeler,3462
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,3247
Yerinde,20,"Hayir, standart yeterli",2,Adana,Seyhan,3889
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3435
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3421
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Kecioren,918
Yerinde,20,"Hayir, standart yeterli",2,Antalya,Muratpasa,2017
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,3647
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3748
Yikamaci,30,"Hayir, standart yeterli",3,Adana,Seyhan,660
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3869
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,699
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Cankaya,656
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,777
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,2393
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3525
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,1739
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,2435
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3507
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,3618
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3814
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,1431
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,3581
Yikamaci,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3390
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,1553
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,1644
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3496
Yerinde,10,"Hayir, standart yeterli",2,Istanbul,Besiktas,1976
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3673
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3486
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,2984
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,808
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3044
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3785
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,847
Yikamaci,10,"Hayir, standart yeterli",1,Adana,Seyhan,3378
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Kadikoy,994
Yerinde,30,"Hayir, standart yeterli",4,Adana,Cukurova,3648
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Nazilli,3666
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,1041
Yikamaci,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3840
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2472
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Efeler,1026
Yikamaci,20,"Hayir, standart yeterli",2,Antalya,Kepez,3504
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,1442
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Efeler,2234
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,691
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,1430
Yikamaci,10,"Hayir, standart yeterli",3,Aydin,Efeler,2454
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Cukurova,2271
Yikamaci,10,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2820
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,2867
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,1396
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Kecioren,1753
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Nazilli,2187
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Kadikoy,1350
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2495
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,1347
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,2935
Yerinde,40,"Hayir, standart yeterli",3,Adana,Cukurova,3389
Yerinde,30,"Hayir, standart yeterli",1,Antalya,Kepez,3546
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Seyhan,3003
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,2238
Yikamaci,20,"Hayir, standart yeterli",4,Ankara,Kecioren,1307
Yerinde,20,"Hayir, standart yeterli",3,Aydin,Nazilli,3268
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Seyhan,3814
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Nazilli,1535
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Kadikoy,961
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2503
Yikamaci,10,"Hayir, standart yeterli",4,Ankara,Kecioren,2166
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,909
Yikamaci,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3330
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,2160
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,2085
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Besiktas,3747
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,1266
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,2513
Yerinde,10,"Hayir, standart yeterli",1,Adana,Cukurova,2572
Yikamaci,30,"Hayir, standart yeterli",2,Aydin,Efeler,1614
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,1310
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Kecioren,759
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Cankaya,3440
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,3226
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,2509
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,687
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Efeler,2659
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,835
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2803
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,1310
Yikamaci,20,"Hayir, standart yeterli",1,Antalya,Kepez,3594
Yikamaci,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,3489
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Besiktas,1169
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,1115
Yikamaci,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,1998
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Cankaya,748
Yikamaci,40,"Hayir, standart yeterli",1,Adana,Seyhan,2472
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Cankaya,867
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Cankaya,1570
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,1272
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Kepez,932
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Kecioren,701
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,2999
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,2301
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2461
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Cankaya,3720
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,2900
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Efeler,1691
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,1565
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Efeler,1275
Yerinde,40,"Hayir, standart yeterli",4,Adana,Seyhan,2243
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,1921
Yerinde,10,"Hayir, standart yeterli",3,Adana,Seyhan,3672
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,2882
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,1860
Yikamaci,20,"Hayir, standart yeterli",4,Ankara,Cankaya,1289
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,723
Yikamaci,30,"Hayir, standart yeterli",4,Istanbul,Kadikoy,3070
Yerinde,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,1714
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,941
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,1857
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2442
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,1213
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,2960
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,1228
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,1830
Yerinde,40,"Hayir, standart yeterli",1,Aydin,Efeler,2880
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,1744
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Kecioren,3794
Yikamaci,10,"Hayir, standart yeterli",1,Ankara,Kecioren,1861
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,1397
Yerinde,40,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3659
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,897
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3020
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,896
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,978
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3402
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,1910
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,742
Yikamaci,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,974
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Nazilli,1844
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Efeler,2759
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,3226
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,833
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,1230
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Kadikoy,3421
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,2094
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,1058
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,3327
Yikamaci,40,"Hayir, standart yeterli",2,Adana,Cukurova,2921
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,2460
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,3736
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,3896
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,1390
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Nazilli,2923
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,1111
Yerinde,30,"Hayir, standart yeterli",1,Adana,Seyhan,3362
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Nazilli,651
Yerinde,40,"Hayir, standart yeterli",4,Ankara,Kecioren,3200
Yikamaci,10,"Hayir, standart yeterli",1,Istanbul,Kadikoy,1745
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,1297
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,1575
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,2373
Yerinde,10,"Hayir, standart yeterli",2,Aydin,Nazilli,3851
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3478
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3419
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3829
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,798
Yerinde,20,"Hayir, standart yeterli",3,Adana,Seyhan,2041
Yerinde,40,"Hayir, standart yeterli",4,Aydin,Efeler,2838
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3743
Yikamaci,40,"Hayir, standart yeterli",1,Antalya,Kepez,2354
Yerinde,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3030
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,1472
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,1925
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,952
Yikamaci,40,"Hayir, standart yeterli",2,Antalya,Kepez,1628
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3627
Yikamaci,20,"Hayir, standart yeterli",1,Aydin,Efeler,2057
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,1074
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2954
