yikama_yeri,metrekare,leke_durumu,parca_sayisi,il,ilce,fiyat
Yikamaci,20,"Hayir, standart yeterli",3,Aydin,Nazilli,2970
Yikamaci,50,"Hayir, standart yeterli",3,Aydin,Efeler,3566
Yikamaci,45,"Hayir, standart yeterli",1,Antalya,Kepez,3562
Yerinde,45,"Hayir, standart yeterli",4,Ankara,Kecioren,4199
Yerinde,25,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4743
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3382
Yerinde,25,"Hayir, standart yeterli",2,Istanbul,Besiktas,4543
Yikamaci,45,"Hayir, standart yeterli",1,Adana,Seyhan,2997
Yerinde,50,"Hayir, standart yeterli",4,Adana,Cukurova,3263
Yerinde,45,"Hayir, standart yeterli",4,Adana,Cukurova,3170
Yerinde,40,"Hayir, standart yeterli",3,Adana,Cukurova,2965
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3052
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Besiktas,5156
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3632
Yikamaci,10,"Hayir, standart yeterli",2,Ankara,Kecioren,3432
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4678
Yerinde,50,"Hayir, standart yeterli",2,Istanbul,Besiktas,5025
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4455
Yikamaci,20,"Hayir, standart yeterli",2,Antalya,Muratpasa,3185
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3473
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3466
Yerinde,45,"Hayir, standart yeterli",3,Adana,Seyhan,3002
Yikamaci,30,"Hayir, standart yeterli",3,Istanbul,Besiktas,4986
Yerinde,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,4295
Yikamaci,35,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3960
Yerinde,20,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4768
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4245
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Besiktas,5033
Yikamaci,30,"Hayir, standart yeterli",1,Antalya,Muratpasa,3240
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Nazilli,2626
Yerinde,10,"Hayir, standart yeterli",3,Antalya,Muratpasa,2757
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3724
Yikamaci,15,"Hayir, standart yeterli",1,Istanbul,Besiktas,4408
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Muratpasa,3113
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4564
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,3957
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,5155
Yerinde,20,"Hayir, standart yeterli",1,Aydin,Efeler,2345
Yikamaci,35,"Hayir, standart yeterli",1,Antalya,Kepez,3378
Yerinde,15,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3493
Yikamaci,10,"Hayir, standart yeterli",3,Adana,Seyhan,2694
Yikamaci,50,"Hayir, standart yeterli",2,Istanbul,Besiktas,5169
Yerinde,20,"Hayir, standart yeterli",4,Adana,Cukurova,2747
Yikamaci,30,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4835
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2351
Yikamaci,30,"Hayir, standart yeterli",3,Aydin,Efeler,3270
Yerinde,35,"Hayir, standart yeterli",2,Ankara,Kecioren,3691
Yikamaci,15,"Hayir, standart yeterli",1,Ankara,Cankaya,3380
Yikamaci,35,"Hayir, standart yeterli",3,Istanbul,Besiktas,5174
Yikamaci,40,"Evet, cikmasi gereken lekeler var",1,Adana,Cukurova,3162
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3532
Yikamaci,35,"Hayir, standart yeterli",4,Aydin,Nazilli,3366
Yerinde,35,"Hayir, standart yeterli",3,Aydin,Nazilli,2966
Yerinde,15,"Hayir, standart yeterli",4,Antalya,Muratpasa,3043
Yerinde,25,"Hayir, standart yeterli",3,Istanbul,Besiktas,4609
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3388
Yikamaci,50,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5615
Yerinde,45,"Hayir, standart yeterli",4,Antalya,Kepez,3554
Yerinde,35,"Hayir, standart yeterli",4,Adana,Seyhan,3000
Yerinde,30,"Evet, cikmasi gereken lekeler var",2,Aydin,Nazilli,2996
Yerinde,35,"Hayir, standart yeterli",2,Antalya,Kepez,3133
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,4489
Yikamaci,25,"Hayir, standart yeterli",4,Adana,Cukurova,3109
Yikamaci,50,"Hayir, standart yeterli",3,Ankara,Kecioren,4321
Yerinde,40,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4534
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3296
Yikamaci,50,"Hayir, standart yeterli",4,Aydin,Efeler,3761
Yikamaci,40,"Hayir, standart yeterli",2,Aydin,Nazilli,3339
Yerinde,30,"Hayir, standart yeterli",1,Antalya,Kepez,2819
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3249
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3291
Yerinde,30,"Hayir, standart yeterli",3,Aydin,Efeler,2809
Yikamaci,50,"Hayir, standart yeterli",2,Adana,Seyhan,3244
Yerinde,25,"Hayir, standart yeterli",4,Aydin,Efeler,3036
Yikamaci,25,"Hayir, standart yeterli",2,Adana,Seyhan,2757
Yikamaci,25,"Hayir, standart yeterli",4,Ankara,Kecioren,4064
Yerinde,50,"Hayir, standart yeterli",1,Antalya,Muratpasa,3248
Yikamaci,25,"Hayir, standart yeterli",3,Adana,Cukurova,2996
Yikamaci,25,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3390
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Kecioren,3506
Yikamaci,40,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5511
Yerinde,50,"Hayir, standart yeterli",4,Aydin,Efeler,3515
Yikamaci,35,"Hayir, standart yeterli",2,Adana,Cukurova,2962
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3952
Yerinde,35,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4709
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,2923
Yerinde,45,"Hayir, standart yeterli",4,Adana,Seyhan,3249
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3883
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,2953
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4143
Yerinde,45,"Hayir, standart yeterli",4,Ankara,Cankaya,4149
Yikamaci,40,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4556
Yikamaci,40,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5434
Yikamaci,45,"Hayir, standart yeterli",2,Aydin,Nazilli,3363
Yikamaci,20,"Hayir, standart yeterli",2,Aydin,Efeler,2828
Yerinde,35,"Hayir, standart yeterli",2,Antalya,Kepez,3130
Yerinde,35,"Hayir, standart yeterli",4,Ankara,Kecioren,3911
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,2756
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2546
Yikamaci,25,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,5074
Yerinde,45,"Hayir, standart yeterli",3,Adana,Seyhan,3096
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3231
Yerinde,30,"Hayir, standart yeterli",3,Antalya,Muratpasa,3205
Yikamaci,10,"Hayir, standart yeterli",3,Istanbul,Besiktas,4574
Yikamaci,35,"Hayir, standart yeterli",2,Ankara,Cankaya,4026
Yerinde,15,"Hayir, standart yeterli",2,Adana,Cukurova,2332
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,2785
Yikamaci,20,"Hayir, standart yeterli",4,Ankara,Kecioren,3977
Yikamaci,40,"Hayir, standart yeterli",2,Aydin,Nazilli,3315
Yerinde,10,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4326
Yerinde,40,"Hayir, standart yeterli",3,Istanbul,Kadikoy,4829
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5587
Yerinde,40,"Hayir, standart yeterli",2,Antalya,Muratpasa,3198
Yikamaci,50,"Hayir, standart yeterli",3,Istanbul,Besiktas,5431
Yikamaci,35,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4796
Yerinde,45,"Hayir, standart yeterli",4,Antalya,Kepez,3629
Yerinde,45,"Hayir, standart yeterli",2,Adana,Seyhan,2874
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,3233
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,4207
Yerinde,20,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4369
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2580
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Efeler,2810
Yikamaci,30,"Hayir, standart yeterli",3,Antalya,Kepez,3451
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,2815
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Cankaya,3616
Yikamaci,30,"Hayir, standart yeterli",2,Ankara,Kecioren,3892
Yerinde,25,"Hayir, standart yeterli",3,Ankara,Cankaya,3610
Yikamaci,20,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2827
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3781
Yerinde,50,"Hayir, standart yeterli",2,Antalya,Kepez,3504
Yerinde,30,"Hayir, standart yeterli",2,Aydin,Nazilli,2847
Yikamaci,40,"Hayir, standart yeterli",3,Aydin,Nazilli,3480
Yikamaci,25,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3277
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3768
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5335
Yerinde,15,"Hayir, standart yeterli",3,Istanbul,Besiktas,4439
Yikamaci,50,"Hayir, standart yeterli",2,Aydin,Nazilli,3493
Yikamaci,50,"Hayir, standart yeterli",2,Antalya,Muratpasa,3685
Yikamaci,35,"Hayir, standart yeterli",3,Antalya,Muratpasa,3525
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3901
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3505
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Cankaya,3416
Yerinde,25,"Hayir, standart yeterli",4,Antalya,Kepez,3201
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,2920
Yikamaci,50,"Hayir, standart yeterli",3,Adana,Seyhan,3489
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,5064
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Seyhan,3282
Yikamaci,10,"Hayir, standart yeterli",1,Aydin,Efeler,2537
Yikamaci,25,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3245
Yerinde,45,"Hayir, standart yeterli",1,Istanbul,Besiktas,4783
Yikamaci,10,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4520
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4680
Yikamaci,10,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4589
Yikamaci,15,"Hayir, standart yeterli",1,Antalya,Kepez,2818
Yikamaci,25,"Hayir, standart yeterli",1,Aydin,Efeler,2716
Yikamaci,20,"Hayir, standart yeterli",3,Ankara,Cankaya,3780
Yikamaci,20,"Hayir, standart yeterli",3,Adana,Cukurova,2888
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3933
Yikamaci,35,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,4160
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4591
Yerinde,45,"Hayir, standart yeterli",2,Antalya,Kepez,3410
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3904
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Efeler,3142
Yerinde,10,"Evet, cikmasi gereken lekeler var",2,Aydin,Efeler,2570
Yikamaci,30,"Hayir, standart yeterli",3,Ankara,Cankaya,4004
Yerinde,40,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3081
Yerinde,45,"Hayir, standart yeterli",3,Aydin,Efeler,3170
Yerinde,20,"Hayir, standart yeterli",3,Antalya,Kepez,3004
Yikamaci,20,"Hayir, standart yeterli",1,Ankara,Cankaya,3452
Yikamaci,10,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,4661
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Efeler,2879
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,5030
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5106
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4550
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4517
Yikamaci,50,"Hayir, standart yeterli",2,Adana,Cukurova,3248
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3246
Yikamaci,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2963
Yikamaci,45,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3983
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3381
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Besiktas,4429
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3519
Yerinde,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4739
Yikamaci,45,"Hayir, standart yeterli",2,Istanbul,Besiktas,5191
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3943
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,4671
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5031
Yerinde,30,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,5009
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3919
Yikamaci,40,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3898
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3580
Yerinde,35,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5045
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Antalya,Kepez,3404
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2811
Yerinde,25,"Hayir, standart yeterli",1,Aydin,Efeler,2573
Yerinde,20,"Evet, cikmasi gereken lekeler var",2,Istanbul,Kadikoy,4504
Yikamaci,10,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,3933
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,4734
Yikamaci,30,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,3154
Yikamaci,10,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4682
Yikamaci,15,"Hayir, standart yeterli",2,Ankara,Kecioren,3547
Yerinde,40,"Hayir, standart yeterli",1,Antalya,Kepez,3020
Yerinde,50,"Evet, cikmasi gereken lekeler var",2,Antalya,Kepez,3707
Yerinde,10,"Hayir, standart yeterli",3,Ankara,Cankaya,3284
Yerinde,30,"Hayir, standart yeterli",4,Aydin,Nazilli,3033
Yikamaci,10,"Hayir, standart yeterli",2,Aydin,Efeler,2654
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4878
Yikamaci,45,"Hayir, standart yeterli",1,Aydin,Nazilli,3107
Yikamaci,20,"Hayir, standart yeterli",3,Istanbul,Besiktas,4724
Yerinde,10,"Hayir, standart yeterli",1,Ankara,Cankaya,2964
Yerinde,30,"Hayir, standart yeterli",2,Adana,Seyhan,2642
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4348
Yikamaci,45,"Hayir, standart yeterli",3,Adana,Cukurova,3372
Yerinde,45,"Hayir, standart yeterli",2,Aydin,Efeler,3065
Yerinde,35,"Hayir, standart yeterli",4,Adana,Seyhan,2946
Yerinde,30,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4896
Yikamaci,40,"Hayir, standart yeterli",2,Istanbul,Kadikoy,5072
Yikamaci,10,"Hayir, standart yeterli",1,Antalya,Muratpasa,2879
Yerinde,20,"Hayir, standart yeterli",4,Ankara,Kecioren,3745
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4335
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3600
Yerinde,30,"Hayir, standart yeterli",1,Aydin,Nazilli,2504
Yikamaci,20,"Hayir, standart yeterli",3,Antalya,Muratpasa,3347
Yerinde,50,"Hayir, standart yeterli",4,Ankara,Cankaya,4257
Yikamaci,25,"Hayir, standart yeterli",3,Adana,Cukurova,2822
Yerinde,35,"Hayir, standart yeterli",3,Istanbul,Besiktas,4883
Yerinde,30,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,4120
Yerinde,10,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,2824
Yikamaci,20,"Hayir, standart yeterli",2,Ankara,Kecioren,3717
Yerinde,20,"Hayir, standart yeterli",2,Adana,Cukurova,2326
Yerinde,35,"Hayir, standart yeterli",1,Istanbul,Besiktas,4549
Yerinde,20,"Hayir, standart yeterli",1,Adana,Cukurova,2235
Yikamaci,15,"Hayir, standart yeterli",2,Antalya,Kepez,2956
Yerinde,30,"Hayir, standart yeterli",3,Ankara,Kecioren,3769
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Adana,Cukurova,2838
Yerinde,50,"Hayir, standart yeterli",1,Ankara,Kecioren,3720
Yerinde,15,"Hayir, standart yeterli",2,Adana,Cukurova,2226
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Efeler,2533
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,3238
Yerinde,30,"Hayir, standart yeterli",2,Ankara,Kecioren,3619
Yikamaci,35,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,5108
Yikamaci,50,"Hayir, standart yeterli",3,Adana,Cukurova,3392
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,4766
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3822
Yerinde,50,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3269
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3646
Yikamaci,35,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4891
Yikamaci,20,"Evet, cikmasi gereken lekeler var",4,Antalya,Kepez,3737
Yerinde,35,"Evet, cikmasi gereken lekeler var",2,Ankara,Kecioren,3875
Yikamaci,45,"Evet, cikmasi gereken lekeler var",3,Ankara,Kecioren,4631
Yikamaci,15,"Hayir, standart yeterli",3,Istanbul,Besiktas,4724
Yikamaci,25,"Evet, cikmasi gereken lekeler var",2,Istanbul,Besiktas,5047
Yikamaci,45,"Hayir, standart yeterli",3,Antalya,Kepez,3740
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Ankara,Kecioren,3923
Yikamaci,15,"Evet, cikmasi gereken lekeler var",2,Ankara,Cankaya,3849
Yikamaci,45,"Hayir, standart yeterli",4,Aydin,Nazilli,3703
Yerinde,40,"Hayir, standart yeterli",2,Antalya,Kepez,3225
Yerinde,10,"Hayir, standart yeterli",4,Antalya,Kepez,2989
Yikamaci,45,"Hayir, standart yeterli",2,Antalya,Kepez,3654
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,2881
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Efeler,2946
Yikamaci,30,"Evet, cikmasi gereken lekeler var",2,Antalya,Muratpasa,3523
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Istanbul,Besiktas,4703
Yikamaci,50,"Hayir, standart yeterli",3,Ankara,Kecioren,4340
Yerinde,35,"Evet, cikmasi gereken lekeler var",4,Adana,Cukurova,3104
Yerinde,15,"Hayir, standart yeterli",1,Istanbul,Kadikoy,4163
Yerinde,45,"Hayir, standart yeterli",3,Antalya,Kepez,3570
Yerinde,30,"Hayir, standart yeterli",1,Istanbul,Besiktas,4490
Yerinde,25,"Hayir, standart yeterli",1,Aydin,Nazilli,2480
Yikamaci,45,"Hayir, standart yeterli",1,Aydin,Efeler,3149
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3093
Yikamaci,30,"Hayir, standart yeterli",3,Istanbul,Besiktas,4979
Yerinde,40,"Evet, cikmasi gereken lekeler var",4,Antalya,Muratpasa,3886
Yerinde,35,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3583
Yerinde,10,"Hayir, standart yeterli",4,Ankara,Kecioren,3428
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3616
Yikamaci,40,"Hayir, standart yeterli",4,Aydin,Nazilli,3457
Yerinde,20,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3090
Yerinde,15,"Hayir, standart yeterli",4,Adana,Seyhan,2559
Yikamaci,50,"Hayir, standart yeterli",4,Istanbul,Besiktas,5455
Yerinde,45,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5215
Yikamaci,45,"Hayir, standart yeterli",1,Adana,Seyhan,2919
Yikamaci,15,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4066
Yikamaci,30,"Hayir, standart yeterli",1,Ankara,Kecioren,3654
Yerinde,15,"Hayir, standart yeterli",1,Aydin,Nazilli,2311
Yikamaci,35,"Hayir, standart yeterli",4,Adana,Seyhan,3310
Yerinde,50,"Evet, cikmasi gereken lekeler var",1,Aydin,Efeler,3229
Yikamaci,45,"Hayir, standart yeterli",3,Istanbul,Besiktas,5220
Yikamaci,15,"Hayir, standart yeterli",3,Aydin,Efeler,2808
Yerinde,30,"Hayir, standart yeterli",4,Adana,Seyhan,2793
Yikamaci,15,"Evet, cikmasi gereken lekeler var",4,Aydin,Nazilli,3316
Yikamaci,15,"Hayir, standart yeterli",4,Antalya,Kepez,3336
Yikamaci,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4566
Yikamaci,50,"Hayir, standart yeterli",4,Adana,Seyhan,3456
Yerinde,40,"Hayir, standart yeterli",2,Ankara,Cankaya,3842
Yerinde,10,"Evet, cikmasi gereken lekeler var",3,Antalya,Kepez,3088
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Seyhan,3234
Yerinde,15,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2428
Yikamaci,40,"Hayir, standart yeterli",1,Ankara,Cankaya,3861
Yerinde,45,"Evet, cikmasi gereken lekeler var",4,Adana,Seyhan,3467
Yikamaci,15,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4869
Yikamaci,50,"Evet, cikmasi gereken lekeler var",1,Ankara,Kecioren,4331
Yikamaci,50,"Evet, cikmasi gereken lekeler var",3,Ankara,Cankaya,4685
Yerinde,25,"Hayir, standart yeterli",1,Adana,Seyhan,2352
Yerinde,45,"Evet, cikmasi gereken lekeler var",1,Aydin,Nazilli,3069
Yerinde,35,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3151
Yikamaci,40,"Hayir, standart yeterli",3,Adana,Cukurova,3148
Yerinde,30,"Hayir, standart yeterli",3,Istanbul,Besiktas,4633
Yikamaci,25,"Hayir, standart yeterli",1,Aydin,Nazilli,2788
Yerinde,40,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3375
Yikamaci,35,"Hayir, standart yeterli",4,Ankara,Kecioren,4165
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Adana,Seyhan,2985
Yikamaci,30,"Hayir, standart yeterli",4,Antalya,Muratpasa,3598
Yerinde,15,"Hayir, standart yeterli",4,Antalya,Muratpasa,3089
Yikamaci,40,"Hayir, standart yeterli",4,Istanbul,Kadikoy,5308
Yerinde,25,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,3938
Yikamaci,50,"Evet, cikmasi gereken lekeler var",2,Adana,Seyhan,3557
Yerinde,40,"Hayir, standart yeterli",3,Aydin,Nazilli,3056
Yerinde,10,"Hayir, standart yeterli",3,Aydin,Nazilli,2404
Yerinde,25,"Hayir, standart yeterli",2,Antalya,Kepez,3038
Yerinde,35,"Evet, cikmasi gereken lekeler var",3,Adana,Cukurova,2955
Yikamaci,20,"Hayir, standart yeterli",1,Istanbul,Besiktas,4472
Yerinde,15,"Hayir, standart yeterli",4,Adana,Cukurova,2641
Yerinde,15,"Evet, cikmasi gereken lekeler var",3,Adana,Seyhan,2606
Yikamaci,20,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4957
Yerinde,15,"Evet, cikmasi gereken lekeler var",4,Istanbul,Kadikoy,4853
Yikamaci,15,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3110
Yikamaci,30,"Evet, cikmasi gereken lekeler var",4,Istanbul,Besiktas,5426
Yikamaci,15,"Evet, cikmasi gereken lekeler var",1,Istanbul,Besiktas,4624
Yerinde,20,"Hayir, standart yeterli",2,Istanbul,Besiktas,4298
Yerinde,25,"Hayir, standart yeterli",1,Antalya,Muratpasa,2793
Yikamaci,35,"Hayir, standart yeterli",2,Adana,Seyhan,2924
Yerinde,30,"Evet, cikmasi gereken lekeler var",1,Ankara,Cankaya,3655
Yerinde,50,"Hayir, standart yeterli",3,Istanbul,Kadikoy,5132
Yerinde,15,"Hayir, standart yeterli",4,Istanbul,Besiktas,4531
Yerinde,10,"Hayir, standart yeterli",4,Aydin,Efeler,2730
Yikamaci,35,"Hayir, standart yeterli",2,Istanbul,Kadikoy,4907
Yikamaci,30,"Hayir, standart yeterli",1,Adana,Cukurova,2696
Yerinde,35,"Evet, cikmasi gereken lekeler var",3,Antalya,Muratpasa,3600
Yikamaci,20,"Evet, cikmasi gereken lekeler var",3,Aydin,Nazilli,3220
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Istanbul,Kadikoy,4922
Yerinde,45,"Evet, cikmasi gereken lekeler var",3,Istanbul,Kadikoy,5169
Yikamaci,30,"Evet, cikmasi gereken lekeler var",1,Antalya,Muratpasa,3416
Yikamaci,15,"Hayir, standart yeterli",4,Adana,Seyhan,2882
Yerinde,35,"Hayir, standart yeterli",4,Istanbul,Kadikoy,4890
Yikamaci,45,"Evet, cikmasi gereken lekeler var",4,Ankara,Cankaya,4601
Yerinde,50,"Evet, cikmasi gereken lekeler var",4,Aydin,Efeler,3631
Yerinde,10,"Hayir, standart yeterli",4,Istanbul,Besiktas,4407
Yikamaci,10,"Hayir, standart yeterli",4,Antalya,Kepez,3296
Yerinde,25,"Hayir, standart yeterli",4,Aydin,Efeler,2871
